job_id,title,full_text,job_group
JD_011,Agentic Intelligence 경력,"[직무 설명]
- 최신 AI 연구 동향을 반영한 모델 실험 및 검증
- 제조 도메인에 특화된 AI Multi-Agent 서비스 설계 및 연구 개발
- 대규모 문서, 로그, 센서 데이터 기반 RAG/Graph 시스템 설계 및 연구 개발
- 모델 서빙 최적화 기술 연구 개발
[자격 요건]
- 관련 분야 석사 학위 이상, 경력 3년 이상
- LLM/SLM, RAG, Multi-Agent 아키텍처에 대한 이해와 실무 적용 경험
- 신기술 연구 및 개발 경험 보유자
[우대 사항]
- 해외 최상위권 학회 논문 게재 실적 보유자
- LLM/VLM 등 대규모 모델 학습 (Pretraining/Fine-tuning) 경험
- 분산 학습(DDP, FSDP, DeepSpeed 등) 환경 구축 경험",ai
JD_012,Applied AI Engineer,"[직무 설명]
- 주행·작업기 제어, 로컬라이제이션, 데이터 수집, 텔레오퍼레이션, 세이프티 관점의 시스템 설계
- VLA, Control, RL, Motion Planning, Localization 기반 최적 해법 제안 및 구현
- Navigation/Manipulation/Perception/Decision/Action 전반 개발 및 현장 검증
- 실세계 로그·실패 사례 분석을 통한 개선 로드맵 및 데이터 수집 전략 수립
- PM/제어/시뮬레이션/데이터팀 협업을 통한 PoC → Pilot → 양산 연결
- 프로젝트 결과를 공통 모듈, 평가 체계, 데이터 자산으로 축적
[자격 요건]
-
[우대 사항]
- AI/Robotics/자율주행/자율작업기 분야 실무 또는 연구 경험
- VLA, World Model, Foundation Model, LLM/VLM 관련 학습·파인튜닝 경험
- 실로봇/실차량 데이터 운영 또는 Sim-to-Real 갭 분석 경험
- NeurIPS, ICLR, CVPR, CoRL, ICRA 등 주요 ML/Robotics 학회 논문 실적
- ROS2/CAN/임베디드 시스템/센서(LiDAR·Radar·Camera·IMU) 운영 경험
- 오픈소스 기여 경험
- 영어 커뮤니케이션 가능자",ai
JD_013,DX (데이터분석/생성형 AI) 신입,"[직무 설명]
- 생성형AI 기반 보험업무 자동화 어시스턴트/에이전트 기획 및 개발
- 데이터 정제 및 LLM 파인튜닝/프롬프트 엔지니어링
- 데이터 분석기반 ML/DL 모델 기획 및 개발
- 보험 비즈니스 프로세스 분석 및 AI 적용기회 발굴
[자격 요건]
- 4년제 대학 학위 이상 소지자 또는 졸업예정자
- 해외여행 결격사유가 없는 분
- 남자의 경우 병역필 혹은 면제자
[우대 사항]
- 생성형AI/ML/DL 주요 프레임워크 활용 경험 또는 관련 프로젝트 수행 경험
- 생성형AI 혹은 데이터분석 관련 자격증 보유
- 컴퓨터공학과, 인공지능학과, 통계학과, 산업공학과 또는 직무 관련 전공",ai
JD_014,ML Data Assistant,"[직무 설명]
- ML Service 팀이 집중하고 있는 모델 학습에 필요한 데이터 가공 및 생성을 위한 전처리, 라벨링 작업 수행
- 이미지, OCR 등 영역의 데이터를 조건에 맞게 분류하여 모델 성능 향상 및 신규 모델 개발에 기여
- ML Engineer와 밀접하게 근무하며 팀에서 필요한 부수적인 업무 요청사항 지원
[자격 요건]
- Google Docs, MS Office 등 기본적인 업무 툴 활용 능력
- 꼼꼼함과 정확함
- 평소 ML 서비스나 데이터에 대한 관심
- 수많은 데이터를 정확하게 가공하는 것에 대한 중요도 이해
- 책임감과 끈기
[우대 사항]
-",ai
JD_015,[LG경영개발원] Protein Design Research Engineer Internship,"상세내용
[LG경영개발원] Protein Design Research Engineer Internship
[수행 업무]
- Protein Structure 예측 및 생성 모델 개발
- Protein 서열 설계 모델 개발
- Protein 결합친화도 예측 모델 개발
[지원자격]
- PyTorch, Keras, Tensorflow 등 최신 Machine Learning 개발 환경에 숙련된 활용 능력
[우대사항]
- AI기반 Protein Structure 예측 및 생성 알고리즘 연구/개발 경험 보유
- Top-tier AI conference 및 저널 논문 출판 또는 경진대회 입상자 우대 (예: Neurips, ICLR, ICML, Nature, Science 등)
- 관련 분야 현업 경력
[전공]
- 컴퓨터공학, 화학, 생명과학, 생물정보학
허위·과장·오류 내용이 있다면 신고해주세요.
신고하기
지원서 다운로드
'지원서 파일 없음'
기업정보
채용중
LG경영개발원
대표자명
김영민
설립일자
1986-03-31
기업형태
대기업
상세업종
전문, 과학 및 기술 서비스업
실시간 채팅
내 정보를 입력하면 한 사용자들의
학교, 전공, 연령, 관심 직무 현황을 확인할 수 있어요!
정보 입력하고 통계 보기
이 활동에 관심을 가지는 사용자 (10명)",ai
JD_016,[LG경영개발원] Research Scientist Internship - Agentic AI,"상세내용
[LG경영개발원] Research Scientist Internship - Agentic AI
[수행 업무]
- Research on Industrial Code Agents & RL Environments
- Code Agent for Industrial Decision Automation: 문제 명세, 데이터, 제약 조건으로부터 환경, 정책, 평가, 검증 코드를 생성하고 실행하는 code agent 연구
- RL Environment & Simulator Generation: 제조, 물류 의사결정 문제를 위한 실행 가능 환경, 시뮬레이터, 평가 benchmark 자동 생성 연구
- Verifiable Reward & Agentic Post-training: 실행 가능성, 제약 만족, 결과 일관성 등 검증 가능한 신호를 활용한 RLVR/RLHF 기반 LLM agent post-training 연구
- Feedback-driven Code Agent Improvement: 실행 로그, 실패 사례, 사용자 수정 코드, 평가 결과를 활용해 code agent의 cross-task 성능을 개선하는 연구
[지원자격]
- 컴퓨터공학, 전기전자, 산업공학, 응용수학 등 관련 분야의 석사/박사 과정 재학 및 소지 또는 이에 준하는 연구 경험 보유
- LLM, RL, agent, code generation 중 하나 이상의 분야에서 연구 또는 프로젝트 수행 경험 보유
- 주요 ML/NLP/RL 학회 (NeurIPS, ICML, ICLR, ACL, EMNLP 등) 논문 게재 경험 보유
[",ai
JD_017,[인턴] AI engineer (AI Agent)(전환형),"[직무 설명]
이런 업무를 담당합니다.
[LLM 기반 AI Agent 설계 및 구현]
· 산타, 베스트웨이, 리얼아카데미 등 다양한 서비스에서 LLM을 활용한 AI Agent를 개발하여 사용자 경험을 향상시키고 교육 효과를 극대화하고 있습니다.
· Socra AI의 AI engineer는 LLM 기반 AI Agent를 서비스에 안정적으로 제공하기 위한 백엔드 서버 및 시스템을 설계·구현·운영하며, 다양한 Socra AI 서비스 전반에 Agent를 통합합니다.
· RAG와 사용자 메모리·컨텍스트 관리 전략을 기반으로 Agent의 성능을 고도화하고, 자동화된 평가 파이프라인을 통해 응답 품질과 행동을 검증하며 지속적인 성능 개선을 수행합니다.
[자격 요건]
이런 분을 찾고 있어요.
AI/ML/LLM 분야에 대한 기본적인 지식을 보유하신 분
백엔드 개발 기초 역량을 보유하고 LLM 기반 AI Agent 개발 업무를 수행할 수 있는 분
자기 주도적으로 학습하고 팀의 기술적 경쟁력을 유지하며 지속적으로 강화할 수 있는 분
[우대 사항]
이런 분이면 더욱 좋습니다.
LangGraph, LangChain 등의 툴을 사용하여 멀티 에이전트 구조를 설계하고 운영해본 경험이 있으신 분
LLM, TTS, 이미지 생성 모델 등을 API 형태로 서빙하고, 트래픽·지연시간·비용을 고려한 운영 및 성능 최적화 경험이 있으신 분
백엔드, 데이터 분석가, PM 등 여러 직군의 이해관계자와 협력하여 요구사항을 충족시키는 아키텍처를 제안하고 설계해본 경험이 있는 분
백엔드, 프론트엔드, 데이터 시스템, DevOps 등 다양한 스택에서의 개발 경험을 보유하신 분
팀원들의 코드를 리뷰하고 건설적인 피드백을 제공할 수 있는 분",ai
JD_018,[카카오] LLM Research Engineer (신입/경력),"상세내용[카카오] LLM Research Engineer (신입/경력)
◆ 업무내용- Post-training을 위한 데이터 수집 및 생성 기술 개발 및 연구- Post-training에서 필요한 환경 개발 및 이를 이용한 강화 학습- (e.g. environment scaling)- Post-training 학습 파이프라인 고도화를 위한 개발 및 연구- (e.g. domain-parallel rl)- Post-training 학습 효율화 연구 (e.g. asynchronous rl)- 분산 컴퓨팅을 바탕으로 학습 코드 구현 및 최적화 (e.g. Multi-node 혹은 device에서 slime, verl 등의 프레임워크를 이용한 학습)
◆ 지원자격- CS/AI/ML 등 관련 전공 석사 이상 혹은 이에 준하는 관련 프로젝트 경험을 보유하신 분- Torch distributed, deepspeed, ray 등의 분산처리를 이용한 언어 모델 학습 경험을 보유하신 분- SFT 와 RL 등을 포함한 LLM Post-training 경험을 보유하신 분- 연구/개발에 대한 지속적인 관심과 새로운 기술/업무에 대한 도전 정신을 가지신 분- 연구/개발에 그치는 것뿐만 아니라 이를 서비스 시나리오로 연결하는 것에 대한 관심을 가지신 분
◆ 지원프로세스- 서류전형(CV 첨부 필수) > 코딩테스트 > 사전인터뷰 > 1차 인터뷰(사전과제) > 2차 인터뷰 > 처우 협의 > 최종 합격 및 입사※ 지원서 제출 시 CV는 '포트폴리오' 란에 첨부해주시면 됩니다.※ 영입 진행 상황에 따라 전형이 추가/변경될 수 있습니다.",ai
JD_019,[헥토] Vision AI Engineer (Computer Vision/OCR) (신입/경력),"상세내용[헥토] Vision AI Engineer (Computer Vision/OCR) (신입/경력)[·함께 할 ·업무]- 최신 논문 ·기반 ·Vision 모델 개발 ·및 성능 ·개선- 데이터 수집, 학습, 추론 전 과정의 파이프라인 설계 및 최적화- 실시간 추론 환경을 고려한 모델 아키텍처 설계 및 튜닝- 정형/비정형 데이터 분석 및 전처리 알고리즘 개발[필수요건]- 컴퓨터공학/인공지능 관련 분야 학사 이상 또는 이에 준하는 실무 경험- Computer Vision(Detection, Recognition, Segmentation 등)에 대한 깊은 이해- 가설 설정 → 실험 → 검증 기반의 문제 해결 능력 보유- Docker 등 컨테이너 기반 개발 환경 사용 경험- PyTorch 등 딥러닝 프레임워크 숙련[합류여정]- 경력: 서류 전형 -> 1차 인터뷰 -> 2차 인터뷰 -> 처우협의 -> 최종합격-",ai
JD_020,데이터사이언스팀 인턴,"[직무 설명]
- 스캔문서, PDF, 이미지 등 비정형 문서 데이터 수집, 정제 및 라벨링
- Azure Document Intelligence를 활용한 문서 처리 파이프라인 구성 및 테스트 지원
- OCR 추출 정확도 평가 및 오류 유형 분석
- 문서 전처리 및 OCR 결과 후처리 가이드 제작 및 개선안 도출
- 프로젝트 산출물 정리 및 문서화, 내부 공유 세션 진행
[자격 요건]
- 정규 4년제 대학(학사) 재학/휴학/졸업자
- Python 활용 능력 (기초 수준)
- 기술문서/리포트 작성 능력
- 책임감, 적극성, 긍정적 태도
- 빠르게 학습하고 적응하는 역량
- 문제해결, 의사소통 역량
[우대 사항]
- 컴퓨터공학, 산업공학, 통계, 데이터사이언스 등 관련 전공자
- OCR/문서 처리 관련 경험이 있으신 분
- 이미지 처리와 관련된 기초 경험이 있으신 분
- 텍스트 후처리, 정규화 관련 경험이 있으신 분
- LLM, VLM 사용 경험이 있으신 분
- 보험/금융 도메인에 대한 관심 또는 관련 경험이 있으신 분",ai
JD_021,Back-end,"[직무 설명]
· 커뮤니티, 멤버십, 커머스 전반을 아우르는 다양한 요구사항을 백엔드 구조로 구현하고 서비스에 반영합니다.
· 유료 멤버십, 구독형 디지털 상품, 쿠폰/투표/설문 등 주요 기능을 개발하고 운영 효율을 개선합니다.
· 전시, 상품, 주문, 클레임, 물류 등 커머스 도메인의 기능을 고도화하고 서비스 간 연계를 설계합니다.
· 서비스 이용 과정에서 발생하는 이슈를 분석하고, 안정적인 운영을 위한 개선 작업을 수행합니다.
· 사용자 데이터 및 VOC를 기반으로 서비스 품질을 점검하고 개선 방향을 도출합니다.
[주요 업무 환경]
· 아티스트의 활동 및 프로젝트 일정에 따른 업무 집중 시기가 있을 수 있습니다.
[자격 요건]
· Java 또는 Kotlin 기반으로 백엔드 개발 경험이 있거나, 이에 대한 기본적인 이해를 갖춘 분
· Spring Framework 기반 웹서비스 구조에 대한 이해 또는 개발 경험이 있는 분
· RESTful API 설계 및 개발에 대한 이해 또는 경험이 있는 분
· 데이터베이스(RDBMS 등)를 활용한 데이터 처리 및 모델링에 대한 이해가 있는 분
· Git 등 형상관리 도구 사용 경험 또는 협업 방식에 대한 이해가 있는 분
· 새로운 기술이나 환경에 대해 스스로 학습하고 적용해 보려는 의지가 있는 분
· 문제를 정의하고 해결해 보고자 하는 태도를 갖춘 분
· 다양한 직군과 협업하며 원활하게 커뮤니케이션할 수 있는 분
[위버스 백엔드 엔지니어가 사용/활용하는 기술]
· 커뮤니티 : Java, Spring, Redis, Kafka (실시간 데이터 및 사용자 인터랙션 처리)
· 프로모션 : Java, Spring, Kafka 기반 이벤트 처리, AWS 등 Cloud 환경
· 멤버십/구독 : Java 또는 Kotlin, Spring, 인증/권한 및 사용자 상태 관리, 외부 시스템 연동(API)
· 커머스 : Java 또는 Kotlin, Spring, JPA, MySQL 등 RDBMS, Redis, Kafka
[과제 및 테스트]
· 인터뷰 전 과제 제출 또는 인터뷰 당일 코딩 테스트 등 추가 전형이 진행될 수 있습니다.
[우대 사항]
· 대규모 트래픽 환경에서의 서비스 운영 또는 성능 개선 경험을 보유한 분
· Redis, Kafka 등 캐시/메시징 시스템을 활용한 개발 또는 운영 경험이 있는 분
· AWS 등 클라우드 환경에서의 서비스 구축 및 운영 경험이 있는 분
· 실제 서비스 개발 및 배포, 운영 경험(개인/팀 프로젝트 포함)이 있는 분
· Claude, Cursor 등 AI Agent를 활용한 개발 및 운영 경험이 있는 분",backend
JD_022,Backend Developer (1년 이상),"[직무 설명]
· Python, Django, DRF 기반 플랜핏 API 서버 개발
· 직무 및 조직에 따라 GPT API 및 자체 모델 개발, Kotlin, Spring Boot 기반 플랜핏 CRM 서버 개발
· 급속도로 성장하며 발생하는 다양한 기술적인 문제를 해결
· 유저 데이터를 기반으로 한 기능 기획 및 개선 참여
[자격 요건]
· 실제 서비스를 운영한 백엔드 실무 경험 1년 이상
· 문제의 본질을 파악하고, 실제 해결까지 주도적으로 완수하는 분
· 기술적 성장을 즐기고, 새로운 문제를 거부감 없이 직면하는 분
· 유저 가치를 근거로 의견을 제시하고, 더 나은 근거에는 기꺼이 설득되는 분
· 팀원과 솔직하게 소통하고, 서로 돕는 것을 자연스럽게 여기는 분
[우대 사항]
· Python 기반 API 서버 개발 3년 이상
· 확장 가능한 대규모 시스템 설계, API 성능 개선, 시큐어 코딩 경험
· GPT API 활용 또는 자체 AI 모델 개발 경험
· 빠르게 성장하는 스타트업 또는 글로벌 서비스에서 제품을 개발하고 실제 운영한 경험
· AI 활용, 테스트 자동화, 백오피스 구축 등 반복 업무를 효율화한 경험
· 프론트엔드·백엔드를 모두 경험했거나, 다양한",backend
JD_023,Backend Engineer,"[직무 설명]
· 관악구 2030 1인가구 50%가 결제한 두잇의 서버를 설계하고 개발합니다.
· 거대한 자본을 가진 기업과의 경쟁에서도 성장을 만들어내는 방법을 찾았고, 이를 서울 전역으로 확장하는 일을 합니다.
· 오늘 생각한 아이디어와 전략, 발견한 문제를 오늘 바로 실행하고 결과를 만듭니다. 평균적으로 팀당 주 2~3회의 실험을 진행합니다.
· 안정적인 서비스를 제공하여 고객 경험을 지킵니다.
· 팀별로 엔지니어가 해결하고 있는 문제 예시
· 매력적인 음식을 보여주면서, 배송 경험을 지키는 노출 알고리즘
· 여러 주문 건을 빠르게 배송하는 효율적인 배차 알고리즘
[기술 스택]
· Kotlin, Spring
· MySQL, Redis, RabbitMQ
· Python, Airflow, Redshift
· FastAPI, ML Libraries
[자격 요건]
· 스타트업 또는 빠르게 성장하는 조직에서 1년 이하의 개발 경험이 있으신 분
· Java / Kotlin Spring 사용경험이 있으신 분
· 스타트업이나 최고의 기업에서 제품 또는 서비스를 주도적으로 개발하신 경험을 갖고 계신 분
· 비즈니스 요건을 빠르게 이해하고 능숙하게 데이터 모델과 API를 디자인할 수 있는 분
· 서비스 개발을 하면서 얻게 되는 새로운 인사이트를 적극적으로 공유하시는 분
[우대 사항]
· 프론트엔드 개발(React) 경험이 있으신 분
· 빠른 속도로 변화하는 시스템에서 기술 부채를 관리하는 분
· 고가용성의 확장 가능한 시스템을 설계하고 운영해 본 경험이 있는 분
· Cloud Infra 활용 및 관리 경험이 있으신 분",backend
JD_024,Backend Engineer,"[직무 설명]
[이런 일을 해요]
· 레거시 이해와 시스템 개선 주도
세탁특공대에는 수년에 걸쳐 쌓인 레거시 시스템이 있어요. NestJS·DocumentDB·Aurora·Kafka로 구성된 현재 시스템의 설계 의도와 제약을 파악하고, 기술 부채를 식별하여 개선 방향을 제안하는 것이 이 역할의 중요한 출발점이에요.
""왜 이렇게 만들었는지""를 코드만 보고도 추론할 수 있어야 하고, 변경이 시스템 전체에 미치는 영향을 판단할 수 있어야 해요.
· 시스템 설계와 아키텍처 주도
수만 명의 고객과 수백 명의 크루(배송 요원)가 실시간으로 사용하는 물류 기반 온디맨드 시스템의 구조를 설계하고 개선해요.
세탁, 수선, 보관, 배송이 결합된 복잡한 주문 처리 로직의 아키텍처를 주도하고, 공장·물류·고객·크루 간 데이터 흐름 전체를 아우르는 도메인 모델을 발전시켜요.
단순히 동작하는 코드가 아니라 팀 전체가 따를 수 있는 구조와 기준을 만드는 것이 이 역할의 핵심이에요.
· AI 레버리지 설계
팀 전체가 AI를 생산성 도구가 아닌 시스템 구성 요소로 활용할 수 있는 구조를 만들어요.
""이 업무는 AI에게 맡긴다, 이 판단은 사람이 한다""는 경계를 코드·인프라·DB 각 영역에서 정의하고 전파해요.
AI 기반 자동화(인시던트 감지, CS 처리, 공정 판정 보조)를 설계하고, AI 결과물의 품질·비용·보안을 함께 검증하는 eval 파이프라인을 운영해요.
· 품질과 운영 표준 수립
시스템 레벨 안정성 목표(SLO)를 설계하고, 장애 대응 자동화 범위와 사람 개입 경계를 명확히 해요.
CI/CD 파이프라인에서 AI 생성 코드의 검증 기준을 설계하고, 보안·성능·정합성 관점에서 팀 전체가 따를 수 있는 표준을 만들어요.
포스트모템 문화를 주도하고 재발 방지 구조를 시스템에 반영해요.
· 도메인 이해와 번역
주문＞픽업＞공장(SF)＞배송＞반품/클레임 플로우 전체를 이해하고, 공정·정책 변경을 선제적으로 아키텍처에 반영해요.
CS, Fulfilment, PO와의 협업에서 기술 언어와 비즈니스 언어를 양방향으로 통역하며, 도메인 지식을 AI가 활용할 수 있는 형태로 구조화해요.
· 팀 성장
주니어·시니어 엔지니어의 설계 역량을 끌어올리고, 내가 만든 것이 팀의 레퍼런스가 되도록 해요.
나만 할 수 있는 업무를 줄이고 팀원이 재현할 수 있는 형태로 전환하는 것을 중요하게 생각해요.
[자격 요건]
[이런 분을 찾고 있어요]
Backend Engineer의 역할이 바뀌고 있어요.
사람이 판단하고 AI가 수행하는 역할로 개발 방식이 변화하고 있어요.
세탁특공대도 이 변화에 맞춰 BE 포지션의 체질을 바꾸고 있어요.
한땀한땀 코드를 짜는 사람이 아니라, AI가 올바르게 실행하도록 판을 깔고,
그 결과물을 검증하며, 팀 전체의 기술 방향을 이끄는 사람이 필요해요.
[이런 분이 어울려요(태도와 사고방식)]
· ""코드를 어떻게 짜지·""보다 ""이 문제를 어떻게 정의하지·""를 먼저 생각하는 분
· AI에게 무엇을 맡기고, 어디서 사람이 판단해야 하는지 경계를 설계할 수 있는 분
· 도메인을 이해하기 위해 PC 앞이 아닌 현장(운영팀, CS, 공장)으로 먼저 가는 분
· 인프라, DB, 현장 운영 등 모르는 영역에 두려움 없이 달려드는 분
· 내가 만든 설계와 기준이 팀 전체의 표준이 되는 경험을 원하는 분
[이런 경험과 역량을 갖춘 분을 기다려요(실무 경험과 기술)]
· 복수 서비스를 아우르는 아키텍처를 직접 설계하고 팀 표준으로 안착시킨 경험이 있으신 분
· 기존 레거시 코드베이스를 읽고 설계 의도와 제약을 파악하여 개선 방향을 제시한 경험이 있으신 분
· 분산 시스템, 트랜잭션 경계, 이벤트 순서 보장 등 시스템 설계 원칙에 대한 깊은 이해가 있으신 분
· AI 결과물(코드, 쿼리, 인프라 설정)을 도메인·기술 맥락에서 검증하고 팀 기준을 만든 경험이 있으신 분
· 물류, 커머스, 온디맨드 서비스 등 복잡한 주문·운영 도메인을 현장과 함께 이해한 경험이 있으신 분
· 인증/인가, PII 처리, 주요 취약점 패턴 등 보안 감각을 실무에 적용한 경험이 있으신 분
[우대 사항]
[이런 경험이 있는 분을 우대합니다!]
· AI 기능(분류, 자동화, 판정 보조)을 프로덕션에서 설계·운영한 경험이 있으신 분
· AI 호출의 정확도·레이턴시·비용 트레이드오프를 설계 문서에 명시하고 결정한 경험이 있으신 분
· eval 파이프라인 또는 AI 품질 측정 체계를 직접 구축한 경험이 있으신 분
· 에이전틱 워크플로우(Claude Code, Cursor agent mode 등)로 팀 생산성을 높인 경험이 있으신 분
· Kafka 기반 이벤트 아키텍처 설계 경험이 있으신 분
· 팀의 AI 리터러시 교육 또는 내부 운영 가이드 제작 경험이 있으신 분",backend
